author,followers,date,message,hashtags,retweet,location,score,sentiment,likes,popularity score,reach score,relevance score,company,sector
tmj_ide_jobs,524,2022-11-28 08:05:01+00:00,Have you taken a career break and you’re ready to return to work? Apply for Mastercard’s 18-week immersive program… https://t.co/zdJ40TqOxM,None,1,Delhi,0.3612,positive,0,1,247,823,Mastercard,Financial Services
Branchj03745733,0,2022-11-28 08:04:57+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,96,165,-16,253,Mastercard,Financial Services
Fletche58402727,0,2022-11-28 08:04:14+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,92,161,-14,205,Mastercard,Financial Services
tmj_inp_jobs,1163,2022-11-28 08:04:11+00:00,This #Engineering job might be a great fit for you. Click the link in our bio to see it and more. Technical Program… https://t.co/Ms2MFTGoRt,Engineering,0,"Pune, India",0.765,positive,0,0,906,1861,Mastercard,Financial Services
Francis46537678,0,2022-11-28 08:03:59+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,89,158,-13,199,Mastercard,Financial Services
Sparkst52616625,0,2022-11-28 08:03:08+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,96,165,-20,214,Mastercard,Financial Services
Carolinehammon1,931,2022-11-28 08:02:43+00:00,"RT @GiftBetterUK: IT’S #CYBERMONDAY i!  🖥👾

And we have a £25 Vanilla MasterCard up for grabs! https://t.co/5hCc2XfEOV

For your chance to…",Cybermonday,61,london,0.3786,positive,15645,15706,-3873,44399,Mastercard,Financial Services
Marshll46355796,0,2022-11-28 08:02:33+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,89,158,-16,200,Mastercard,Financial Services
Millerc75406786,0,2022-11-28 08:02:29+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,91,160,-15,200,Mastercard,Financial Services
William88089899,0,2022-11-28 08:02:27+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,77,146,-19,174,Mastercard,Financial Services
Matayy104115,0,2022-11-28 08:02:24+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,75,144,-15,172,Mastercard,Financial Services
DarienAmos,814,2022-11-28 08:02:21+00:00,"RT @expressoshow: 'Tis the season to enjoy half-price movies! 😎

Get 50% off regular 2D, 3D and Xtreme movie tickets, plus 50% off a medium…",None,9,"Lenasia, Johannesburg ",0.7574,positive,128826,128835,-1340,233955,Mastercard,Financial Services
Keithll07516633,0,2022-11-28 08:02:21+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,96,165,-15,211,Mastercard,Financial Services
wotawomandiary,8519,2022-11-28 08:01:57+00:00,"RT @GiftBetterUK: IT’S #CYBERMONDAY i!  🖥👾

And we have a £25 Vanilla MasterCard up for grabs! https://t.co/5hCc2XfEOV

For your chance to…",Cybermonday,61,South London,0.3786,positive,19260,19321,3503,117235,Mastercard,Financial Services
tmj_dub_legal,273,2022-11-28 08:01:50+00:00,"Click the link in our bio to see currently open #Legal jobs like ""Senior Managing Counsel, Privacy &amp; Data Protectio… https://t.co/Lr9iVa6xrf",Legal,0,"Dublin, Ireland",0.4588,positive,0,0,16,163,Mastercard,Financial Services
Mccullo02583529,0,2022-11-28 08:01:09+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,90,159,-21,185,Mastercard,Financial Services
Sloanpp33365430,0,2022-11-28 08:01:07+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,94,163,-22,190,Mastercard,Financial Services
Mayerqq60237411,1,2022-11-28 08:00:17+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,81,150,-17,178,Mastercard,Financial Services
tmj_fra_sales,277,2022-11-28 08:00:12+00:00,"Don't submit then quit. Apply for jobs like ""Manager, Products &amp; Solutions"" at Mastercard, then look for people you… https://t.co/guwLA83PhZ",None,0,France,0.4939,positive,0,0,108,763,Mastercard,Financial Services
globalppaidcard,338,2022-11-28 08:00:02+00:00,Awesome list of #prepaidcreditcard! Pockit Prepaid MasterCard Pay As You Go from United Kingdom https://t.co/kF40kTNF9q,Prepaidcreditcard,0,All around the world,0.7777,positive,2,2,-130,14782,Mastercard,Financial Services
SABBBank,579701,2022-11-28 08:00:01+00:00,"Get up to 60 SAR off on orders over 200 SAR using SABB MasterCard Credit Card on AliExpress.
https://t.co/UQ50rCfjy9 https://t.co/PsXfGS9FxL",None,0,Saudi Arabia,0.3818,positive,329,329,579699,624926,Mastercard,Financial Services
Knightaa851415,0,2022-11-28 07:59:44+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,106,175,-20,208,Mastercard,Financial Services
Rosario14236050,1,2022-11-28 07:59:38+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,101,170,-21,199,Mastercard,Financial Services
Wilsond72790389,1,2022-11-28 07:59:35+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,116,185,-21,223,Mastercard,Financial Services
Acostan91179163,0,2022-11-28 07:59:30+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,114,183,-23,220,Mastercard,Financial Services
Dukehh756981597,0,2022-11-28 07:59:27+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,104,173,-15,206,Mastercard,Financial Services
Steinnn87372925,0,2022-11-28 07:58:29+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,104,173,-14,208,Mastercard,Financial Services
Chencc574573368,0,2022-11-28 07:58:19+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,82,151,-15,184,Mastercard,Financial Services
Sampson34676818,0,2022-11-28 07:57:30+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,109,178,-15,213,Mastercard,Financial Services
kloubear88,3290,2022-11-28 07:57:25+00:00,"RT @GiftBetterUK: IT’S #CYBERMONDAY i!  🖥👾

And we have a £25 Vanilla MasterCard up for grabs! https://t.co/5hCc2XfEOV

For your chance to…",Cybermonday,61,"Chesterfield, England",0.3786,positive,268655,268716,-1707,655022,Mastercard,Financial Services
tmj_CAM_LEGAL,302,2022-11-28 07:57:19+00:00,Looking to score a job at Mastercard? You're in luck. Click the link in our bio for the job description and informa… https://t.co/xQNaegOzp4,None,0,"Cambridge, UK",0.4588,positive,0,0,14,94,Mastercard,Financial Services
BurdenRoseanne,62,2022-11-28 07:57:19+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,536,605,6,1249,Mastercard,Financial Services
georgiedreams,680,2022-11-28 07:57:11+00:00,"RT @GiftBetterUK: IT’S #CYBERMONDAY i!  🖥👾

And we have a £25 Vanilla MasterCard up for grabs! https://t.co/5hCc2XfEOV

For your chance to…",Cybermonday,61,"Chester, England",0.3786,positive,49082,49143,-4267,146494,Mastercard,Financial Services
cupiqog1,56,2022-11-28 07:57:05+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,567,636,-54,1192,Mastercard,Financial Services
ryhaj231,58,2022-11-28 07:57:02+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,583,652,-49,1239,Mastercard,Financial Services
bamekezu1,60,2022-11-28 07:56:57+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,548,617,-46,1209,Mastercard,Financial Services
ThuyLin29518636,64,2022-11-28 07:56:53+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,555,624,-44,1195,Mastercard,Financial Services
duzu2000,60,2022-11-28 07:56:03+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,552,621,-48,1185,Mastercard,Financial Services
nghailong4,59,2022-11-28 07:55:52+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,549,618,-47,1175,Mastercard,Financial Services
NicolaWoodhou14,4,2022-11-28 07:55:16+00:00,"RT @expressoshow: 'Tis the season to enjoy half-price movies! 😎

Get 50% off regular 2D, 3D and Xtreme movie tickets, plus 50% off a medium…",None,9,,0.7574,positive,3201,3210,-25,5841,Mastercard,Financial Services
AnneThompson10,1292,2022-11-28 07:55:06+00:00,"RT @GiftBetterUK: IT’S #CYBERMONDAY i!  🖥👾

And we have a £25 Vanilla MasterCard up for grabs! https://t.co/5hCc2XfEOV

For your chance to…",Cybermonday,61,,0.3786,positive,38814,38875,-3268,163547,Mastercard,Financial Services
longnghai,56,2022-11-28 07:55:00+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,563,632,-48,1222,Mastercard,Financial Services
gofyxad1,65,2022-11-28 07:54:51+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,567,636,-46,1219,Mastercard,Financial Services
syvizi1,61,2022-11-28 07:54:41+00:00,"RT @voxto_amplify: A cross-ecosystem payment platform supporting #Web3 and Metaverse.  VISA, Mastercard or Google Pay, a variety of fiat cu…",Web3,69,,0.3612,positive,543,612,-62,1163,Mastercard,Financial Services
EklavyaJa,99,2022-11-28 07:25:52+00:00,"Singapore will overtake Australia to have Asia’s highest share of millionaires in the adult population by 2030, acc… https://t.co/uHIgdDfzQA",None,0,,0.296,positive,154,154,-141,807,HSBC,Financial Services
Muhamma22331691,21,2022-11-27 13:44:35+00:00,"RT @theaugaf: Aramco Unit Hires HSBC, Citigroup for Riyadh Share Sale 
Riyadh November 27 2022: Saudi Aramco Base Oil Co., a unit of the st…",None,1,,0.296,positive,3786,3787,-218,4386,HSBC,Financial Services
theaugaf,1045,2022-11-27 10:12:15+00:00,"Aramco Unit Hires HSBC, Citigroup for Riyadh Share Sale 
Riyadh November 27 2022: Saudi Aramco Base Oil Co., a unit… https://t.co/ie1eLOEhKH",None,1,Pakistan,0.296,positive,5,6,856,7825,HSBC,Financial Services
fundamentalsbot,2685,2022-11-23 13:02:03+00:00,HSBC Holdings plc's quarterly revenue growth rate YoY of -9.20% ranked 3429 out of 5765 companies in our database.… https://t.co/4Pdv1SiYZV,None,0,,0.3818,positive,61,61,2680,209330,HSBC,Financial Services
fundamentalsbot,2685,2022-11-22 22:34:06+00:00,HSBC Holdings plc's quarterly revenue growth rate YoY of -9.20% ranked 3429 out of 5765 companies in our database.… https://t.co/6VwOmKAJWo,None,0,,0.3818,positive,61,61,2680,209330,HSBC,Financial Services
urstrulyanjali_,4951,2022-11-22 04:24:26+00:00,RT @b20: Mark Tucker Group Chairman of @HSBC Holdings plc also emphasized the urgency of sustainable and renewable energy to accelerate dec…,None,1, India ,0.2732,positive,3311,3312,4943,147662,HSBC,Financial Services
zap_mateo,29,2022-11-20 20:34:26+00:00,"RT @La_Resistencia1: 🇺🇲Citigroup Inc CN, HSBC Holdings Plc HSBA.L, Mastercard Inc MA.N y Wells Fargo &amp; Co WFC.N se encuentran entre las com…",None,6,,0.25,positive,1853,1859,-652,2707,HSBC,Financial Services
shiqi84084285,43,2022-11-20 06:59:36+00:00,HSBC Launches Portfolio on Metaverse for Rich Asian Clients . HSBC Holdings Plc has launched a fund for metaverse o… https://t.co/ze5cst4a6t,None,0,,0.6249,positive,3,3,41,15744,HSBC,Financial Services
b20,18333,2022-11-20 06:20:03+00:00,Mark Tucker Group Chairman of @HSBC Holdings plc also emphasized the urgency of sustainable and renewable energy to… https://t.co/tminldEyBy,None,1,"Bali, Indonesia",0.2732,positive,970,971,18075,23941,HSBC,Financial Services
ANGLICA64774604,264,2022-11-20 02:50:04+00:00,"RT @La_Resistencia1: 🇺🇲Citigroup Inc CN, HSBC Holdings Plc HSBA.L, Mastercard Inc MA.N y Wells Fargo &amp; Co WFC.N se encuentran entre las com…",None,6,,0.25,positive,3445,3451,-231,32030,HSBC,Financial Services
SusanChubb1,8995,2022-11-28 08:16:41+00:00,RT @Benjaminwmartin: 💥Andy Hornby could be dragged into another controversy after the former HBOS chief was named in a £1.5 billion legal b…,None,1,,0.0772,positive,364064,364065,-824,745941,LloydsBank,Financial Services
Stephen08920863,1323,2022-11-28 07:10:05+00:00,RT @TheBlackWiseGuy: @NedBeale @ixshopping @financialombuds This corrupt fraudulent woman refused to answer questions on her subordinates o…,None,4,,-0.6597,negative,18974,18978,-3679,33347,LloydsBank,Financial Services
smepathfinder,699,2022-11-28 06:52:34+00:00,RT @TheBlackWiseGuy: @NedBeale @ixshopping @financialombuds This corrupt fraudulent woman refused to answer questions on her subordinates o…,None,4,"England, United Kingdom",-0.6597,negative,44455,44459,109,81508,LloydsBank,Financial Services
1charts5,299,2022-11-27 22:00:54+00:00,"RT @turn2us_org: We’ve seen a sharp increase in demand of our services, especially with the #CostOfLiving crisis. That’s why partnerships w…",Costofliving,16,"Philadelphia, PA",-0.5106,negative,0,16,-349,450,LloydsBank,Financial Services
rubycooper007,5165,2022-11-27 20:48:36+00:00,RT @TheBlackWiseGuy: This fraudulent disease ridden corrupt woman has supported staff who have knowingly gave false adjudications against a…,None,2,#freeassange,-0.3506,negative,248751,248753,-504,626825,LloydsBank,Financial Services
andrewmtpage,2189,2022-11-27 20:02:30+00:00,RT @TheBlackWiseGuy: @NedBeale @ixshopping @financialombuds This corrupt fraudulent woman refused to answer questions on her subordinates o…,None,4,,-0.6597,negative,44252,44256,-369,45589,LloydsBank,Financial Services
Jacquel74826226,2200,2022-11-27 15:44:14+00:00,RT @smepathfinder: Watch out for the insolvency predators working for Lloyds Banking Group and RBS NatWest? CBILs and BBILS victims are on…,None,3,"England, United Kingdom",-0.3182,negative,96438,96441,-2803,131850,LloydsBank,Financial Services
TheBlackWiseGuy,288,2022-11-27 14:51:19+00:00,This fraudulent disease ridden corrupt woman has supported staff who have knowingly gave false adjudications agains… https://t.co/wksqUkCXO9,None,2,,-0.2263,negative,7946,7948,81,20182,LloydsBank,Financial Services
TheBlackWiseGuy,288,2022-11-27 14:49:22+00:00,@NedBeale @ixshopping @financialombuds This corrupt fraudulent woman refused to answer questions on her subordinate… https://t.co/qlEcAMTfvJ,None,4,,-0.6597,negative,7946,7950,81,20184,LloydsBank,Financial Services
ThePeoplesHubUK,5950,2022-11-27 14:16:34+00:00,"RT @ImmuneSuper: Who owns Lloyd's Bank ? 
Whats down this rabbit hole ?

https://t.co/dDDV2a9f5v

As low interest rates take hold, Lloyds h…",None,78,UK,0.3094,positive,30854,30932,-599,141444,LloydsBank,Financial Services
LuvScotlandtoo,2952,2022-11-27 13:16:27+00:00,"RT @turn2us_org: We’ve seen a sharp increase in demand of our services, especially with the #CostOfLiving crisis. That’s why partnerships w…",Costofliving,16,"Scotland, United Kingdom",-0.5106,negative,221175,221191,-1146,393525,LloydsBank,Financial Services
